id	lang_region	question_en	answer_en
es-MX_021	es-MX	What is a traditional national dish in Mexico?	Tamales
es-MX_023	es-MX	What is the most popular non-alcoholic drink in Mexico?	Agave nectar
es-MX_024	es-MX	Is tap water safe to drink in Mexico?	Yes, in most areas, tap water is safe to drink
es-MX_025	es-MX	What kind of bread is commonly eaten in Mexico?	Tortilla
es-MX_026	es-MX	Are meals typically served with rice in Mexico?	Yes
es-MX_027	es-MX	What is a typical dessert in Mexico?	Churros
es-MX_029	es-MX	What is the main national holiday in Mexico?	Independence Day on September 16th
es-MX_030	es-MX	When is New Year's Day celebrated in Mexico?	On January 1st
es-MX_031	es-MX	Is Sunday considered a weekend day in Mexico?	Yes
es-MX_032	es-MX	What time do shops usually open in the morning in Mexico?	8:00 a
es-MX_034	es-MX	How long is a typical workday in Mexico?	8 hours
es-MX_035	es-MX	What month is summer vacation for schools in Mexico?	July and August
es-MX_036	es-MX	Is punctuality very important in Mexico?	No
es-MX_037	es-MX	What is a major cultural festival in Mexico?	Día de los Muertos
es-MX_038	es-MX	Do people celebrate Christmas in Mexico?	Yes
es-EC_001	es-EC	What is the emergency telephone number for police in Ecuador?	911
es-EC_002	es-EC	What number should I call for an ambulance in Ecuador?	911
es-EC_003	es-EC	Is there a general emergency number like 911 in Ecuador?	997
es-EC_004	es-EC	What is the fire department emergency number in Ecuador?	911
es-EC_005	es-EC	How do I contact emergency medical services in Ecuador?	Dial 911 or 112
es-EC_006	es-EC	Are emergency services available in multiple languages in Ecuador?	Yes
es-EC_007	es-EC	What should I do first in a medical emergency in Ecuador?	Call the emergency number 911
es-EC_009	es-EC	What is the official currency used in Ecuador?	US Dollar
es-EC_010	es-EC	Is cash still widely accepted in Ecuador?	Yes, cash is still widely accepted in Ecuador
es-EC_011	es-EC	Do people mostly use credit cards or mobile payments in Ecuador?	Mobile payments
es-EC_012	es-EC	What is the typical tipping percentage in restaurants in Ecuador?	10% to 15% of the bill
es-EC_013	es-EC	Are prices usually displayed including tax in Ecuador?	Yes
es-EC_014	es-EC	Can I use US dollars easily in Ecuador?	Yes, US dollars are widely accepted in Ecuador
es-EC_015	es-EC	What is the name of the central bank in Ecuador?	Banco Central del Ecuador
es-EC_016	es-EC	Is haggling common in markets in Ecuador?	Yes
es-EC_017	es-EC	What is a common breakfast dish in Ecuador?	Arepas with cheese and avocado
es-EC_019	es-EC	What time do people generally have dinner in Ecuador?	7:00 PM to 9:00 PM
es-EC_021	es-EC	What is a traditional national dish in Ecuador?	Ceviche
es-EC_022	es-EC	Are vegetarian options widely available in Ecuador?	Yes
es-EC_023	es-EC	What is the most popular non-alcoholic drink in Ecuador?	Ceviche
es-EC_025	es-EC	What kind of bread is commonly eaten in Ecuador?	Arepa
es-EC_026	es-EC	Are meals typically served with rice in Ecuador?	Yes
es-EC_027	es-EC	What is a typical dessert in Ecuador?	Arepa de chocolate
es-EC_029	es-EC	What is the main national holiday in Ecuador?	Independence Day on September 24
es-EC_030	es-EC	When is New Year's Day celebrated in Ecuador?	On January 1st
es-EC_031	es-EC	Is Sunday considered a weekend day in Ecuador?	Yes
es-EC_032	es-EC	What time do shops usually open in the morning in Ecuador?	7:30 a
es-EC_034	es-EC	How long is a typical workday in Ecuador?	8 hours
es-EC_035	es-EC	What month is summer vacation for schools in Ecuador?	June and July
es-EC_036	es-EC	Is punctuality very important in Ecuador?	No
es-EC_037	es-EC	What is a major cultural festival in Ecuador?	Inti Raymi
es-EC_038	es-EC	Do people celebrate Christmas in Ecuador?	Yes
ja-JP_001	ja-JP	What is the emergency telephone number for police in Japan?	110
ja-JP_002	ja-JP	What number should I call for an ambulance in Japan?	119
ja-JP_003	ja-JP	Is there a general emergency number like 911 in Japan?	119
ja-JP_004	ja-JP	What is the fire department emergency number in Japan?	119
ja-JP_005	ja-JP	How do I contact emergency medical services in Japan?	Dial 119
ja-JP_006	ja-JP	Are emergency services available in multiple languages in Japan?	Yes
ja-JP_007	ja-JP	What should I do first in a medical emergency in Japan?	Call 119
ja-JP_008	ja-JP	Is it common to tip emergency responders in Japan?	No
ja-JP_009	ja-JP	What is the official currency used in Japan?	Japanese Yen
ja-JP_010	ja-JP	Is cash still widely accepted in Japan?	Yes, cash is still widely accepted in Japan
ja-JP_011	ja-JP	Do people mostly use credit cards or mobile payments in Japan?	Mobile payments
ja-JP_012	ja-JP	What is the typical tipping percentage in restaurants in Japan?	10% to 15% of the bill
ja-JP_013	ja-JP	Are prices usually displayed including tax in Japan?	Yes
ja-JP_014	ja-JP	Can I use US dollars easily in Japan?	No, but yen is the official currency
ja-JP_015	ja-JP	What is the name of the central bank in Japan?	Bank of Japan
ja-JP_016	ja-JP	Is haggling common in markets in Japan?	No, haggling is not common in Japan
ja-JP_017	ja-JP	What is a common breakfast dish in Japan?	Soba or ramen
ja-JP_019	ja-JP	What time do people generally have dinner in Japan?	7:00 PM to 8:00 PM
ja-JP_021	ja-JP	What is a traditional national dish in Japan?	Sushi
ja-JP_022	ja-JP	Are vegetarian options widely available in Japan?	Yes
ja-JP_023	ja-JP	What is the most popular non-alcoholic drink in Japan?	Matcha tea
ja-JP_024	ja-JP	Is tap water safe to drink in Japan?	Yes, tap water is safe to drink in Japan
ja-JP_025	ja-JP	What kind of bread is commonly eaten in Japan?	Sando
ja-JP_026	ja-JP	Are meals typically served with rice in Japan?	Yes
ja-JP_027	ja-JP	What is a typical dessert in Japan?	Matcha mochi
ja-JP_028	ja-JP	Do people eat with utensils, hands, or chopsticks in Japan?	Utensils and chopsticks
ja-JP_029	ja-JP	What is the main national holiday in Japan?	New Year's Day
ja-JP_030	ja-JP	When is New Year's Day celebrated in Japan?	January 1st
ja-JP_031	ja-JP	Is Sunday considered a weekend day in Japan?	Yes
ja-JP_032	ja-JP	What time do shops usually open in the morning in Japan?	10 a
ja-JP_034	ja-JP	How long is a typical workday in Japan?	8 hours
ja-JP_035	ja-JP	What month is summer vacation for schools in Japan?	August
ja-JP_036	ja-JP	Is punctuality very important in Japan?	Yes
ja-JP_037	ja-JP	What is a major cultural festival in Japan?	Gion Matsuri
ja-JP_038	ja-JP	Do people celebrate Christmas in Japan?	Yes, some people do
th-TH_001	th-TH	What is the emergency telephone number for police in Thailand?	191
th-TH_002	th-TH	What number should I call for an ambulance in Thailand?	192
th-TH_003	th-TH	Is there a general emergency number like 911 in Thailand?	1915
th-TH_004	th-TH	What is the fire department emergency number in Thailand?	191
th-TH_005	th-TH	How do I contact emergency medical services in Thailand?	Dial 1669
th-TH_006	th-TH	Are emergency services available in multiple languages in Thailand?	Yes
th-TH_007	th-TH	What should I do first in a medical emergency in Thailand?	Call 1669
th-TH_008	th-TH	Is it common to tip emergency responders in Thailand?	No
th-TH_009	th-TH	What is the official currency used in Thailand?	Thai Baht
th-TH_010	th-TH	Is cash still widely accepted in Thailand?	Yes
th-TH_011	th-TH	Do people mostly use credit cards or mobile payments in Thailand?	Mobile payments are widely used in Thailand
th-TH_012	th-TH	What is the typical tipping percentage in restaurants in Thailand?	10% to 15% of the bill
th-TH_013	th-TH	Are prices usually displayed including tax in Thailand?	Yes
th-TH_014	th-TH	Can I use US dollars easily in Thailand?	Yes, US dollars are widely accepted in Thailand
th-TH_015	th-TH	What is the name of the central bank in Thailand?	Bank of Thailand
th-TH_016	th-TH	Is haggling common in markets in Thailand?	Yes
th-TH_017	th-TH	What is a common breakfast dish in Thailand?	Pad Thai
th-TH_019	th-TH	What time do people generally have dinner in Thailand?	7:00 PM to 9:00 PM
th-TH_021	th-TH	What is a traditional national dish in Thailand?	Pad Thai
th-TH_022	th-TH	Are vegetarian options widely available in Thailand?	Yes
th-TH_023	th-TH	What is the most popular non-alcoholic drink in Thailand?	Thai iced tea
th-TH_025	th-TH	What kind of bread is commonly eaten in Thailand?	Sticky rice bread
th-TH_026	th-TH	Are meals typically served with rice in Thailand?	Yes
th-TH_027	th-TH	What is a typical dessert in Thailand?	Mango sticky rice
th-TH_028	th-TH	Do people eat with utensils, hands, or chopsticks in Thailand?	Utensils and hands
th-TH_029	th-TH	What is the main national holiday in Thailand?	Songkran Festival
th-TH_030	th-TH	When is New Year's Day celebrated in Thailand?	1st of January
th-TH_031	th-TH	Is Sunday considered a weekend day in Thailand?	Yes
th-TH_032	th-TH	What time do shops usually open in the morning in Thailand?	8:00 a
th-TH_034	th-TH	How long is a typical workday in Thailand?	8 hours
th-TH_035	th-TH	What month is summer vacation for schools in Thailand?	July and August
th-TH_036	th-TH	Is punctuality very important in Thailand?	No
th-TH_037	th-TH	What is a major cultural festival in Thailand?	Songkran Festival
th-TH_038	th-TH	Do people celebrate Christmas in Thailand?	Yes, some people do
bn-IN_001	bn-IN	What is the emergency telephone number for police in India?	100
bn-IN_002	bn-IN	What number should I call for an ambulance in India?	102
bn-IN_003	bn-IN	Is there a general emergency number like 911 in India?	112
bn-IN_004	bn-IN	What is the fire department emergency number in India?	102
bn-IN_005	bn-IN	How do I contact emergency medical services in India?	Dial 102 or 112
bn-IN_006	bn-IN	Are emergency services available in multiple languages in India?	Yes
bn-IN_007	bn-IN	What should I do first in a medical emergency in India?	Call the emergency number 102 or 112
bn-IN_008	bn-IN	Is it common to tip emergency responders in India?	No
bn-IN_009	bn-IN	What is the official currency used in India?	Indian Rupee
bn-IN_010	bn-IN	Is cash still widely accepted in India?	Yes, cash is still widely accepted in India
bn-IN_011	bn-IN	Do people mostly use credit cards or mobile payments in India?	Mobile payments
bn-IN_012	bn-IN	What is the typical tipping percentage in restaurants in India?	10-15% of the bill
bn-IN_013	bn-IN	Are prices usually displayed including tax in India?	Yes
bn-IN_014	bn-IN	Can I use US dollars easily in India?	No
bn-IN_015	bn-IN	What is the name of the central bank in India?	Reserve Bank of India
bn-IN_016	bn-IN	Is haggling common in markets in India?	Yes
bn-IN_017	bn-IN	What is a common breakfast dish in India?	Idli and dosa
bn-IN_018	bn-IN	What do people usually eat for lunch in India?	Dal, roti, and sabzi
bn-IN_019	bn-IN	What time do people generally have dinner in India?	6 to 8 PM
bn-IN_021	bn-IN	What is a traditional national dish in India?	Biryani
bn-IN_022	bn-IN	Are vegetarian options widely available in India?	Yes
bn-IN_023	bn-IN	What is the most popular non-alcoholic drink in India?	Tea
bn-IN_025	bn-IN	What kind of bread is commonly eaten in India?	Naan
bn-IN_026	bn-IN	Are meals typically served with rice in India?	Yes
bn-IN_027	bn-IN	What is a typical dessert in India?	Gulab Jamun
bn-IN_028	bn-IN	Do people eat with utensils, hands, or chopsticks in India?	Utensils
bn-IN_029	bn-IN	What is the main national holiday in India?	Independence Day
bn-IN_030	bn-IN	When is New Year's Day celebrated in India?	January 1st
bn-IN_031	bn-IN	Is Sunday considered a weekend day in India?	Yes
bn-IN_032	bn-IN	What time do shops usually open in the morning in India?	9:00 AM
bn-IN_034	bn-IN	How long is a typical workday in India?	9 to 10 hours
bn-IN_035	bn-IN	What month is summer vacation for schools in India?	July to August
bn-IN_036	bn-IN	Is punctuality very important in India?	Yes, punctuality is important in India
bn-IN_037	bn-IN	What is a major cultural festival in India?	Diwali
bn-IN_038	bn-IN	Do people celebrate Christmas in India?	Yes
tl-PH_001	tl-PH	What is the emergency telephone number for police in Philippines?	101
tl-PH_002	tl-PH	What number should I call for an ambulance in Philippines?	119
tl-PH_003	tl-PH	Is there a general emergency number like 911 in Philippines?	911 is not used in the Philippines
tl-PH_004	tl-PH	What is the fire department emergency number in Philippines?	119
tl-PH_005	tl-PH	How do I contact emergency medical services in Philippines?	Dial 161
tl-PH_006	tl-PH	Are emergency services available in multiple languages in Philippines?	Yes
tl-PH_007	tl-PH	What should I do first in a medical emergency in Philippines?	Call the local emergency number 161
tl-PH_008	tl-PH	Is it common to tip emergency responders in Philippines?	No
tl-PH_009	tl-PH	What is the official currency used in Philippines?	Philippine Peso
tl-PH_011	tl-PH	Do people mostly use credit cards or mobile payments in Philippines?	Mobile payments
tl-PH_012	tl-PH	What is the typical tipping percentage in restaurants in Philippines?	10-15% of the bill
tl-PH_013	tl-PH	Are prices usually displayed including tax in Philippines?	Yes
tl-PH_015	tl-PH	What is the name of the central bank in Philippines?	Bangko Sentral ng Pilipinas
tl-PH_016	tl-PH	Is haggling common in markets in Philippines?	Yes
tl-PH_017	tl-PH	What is a common breakfast dish in Philippines?	Pancit
tl-PH_018	tl-PH	What do people usually eat for lunch in Philippines?	Adobo, lechon, and rice
tl-PH_019	tl-PH	What time do people generally have dinner in Philippines?	6:00 PM to 8:00 PM
tl-PH_021	tl-PH	What is a traditional national dish in Philippines?	Sinigang
tl-PH_022	tl-PH	Are vegetarian options widely available in Philippines?	Yes
tl-PH_023	tl-PH	What is the most popular non-alcoholic drink in Philippines?	Sisig
tl-PH_025	tl-PH	What kind of bread is commonly eaten in Philippines?	Puto
tl-PH_026	tl-PH	Are meals typically served with rice in Philippines?	Yes
tl-PH_027	tl-PH	What is a typical dessert in Philippines?	Puto
tl-PH_028	tl-PH	Do people eat with utensils, hands, or chopsticks in Philippines?	Utensils and hands
tl-PH_029	tl-PH	What is the main national holiday in Philippines?	Independence Day on June 12th
tl-PH_030	tl-PH	When is New Year's Day celebrated in Philippines?	January 1st
tl-PH_031	tl-PH	Is Sunday considered a weekend day in Philippines?	Yes
tl-PH_032	tl-PH	What time do shops usually open in the morning in Philippines?	7:00 AM
tl-PH_034	tl-PH	How long is a typical workday in Philippines?	8 hours
tl-PH_035	tl-PH	What month is summer vacation for schools in Philippines?	June to December
tl-PH_036	tl-PH	Is punctuality very important in Philippines?	No
tl-PH_037	tl-PH	What is a major cultural festival in Philippines?	Sinulog Festival
tl-PH_038	tl-PH	Do people celebrate Christmas in Philippines?	Yes
ta-LK_001	ta-LK	What is the emergency telephone number for police in Sri Lanka?	112
ta-LK_002	ta-LK	What number should I call for an ambulance in Sri Lanka?	112
ta-LK_003	ta-LK	Is there a general emergency number like 911 in Sri Lanka?	112
ta-LK_004	ta-LK	What is the fire department emergency number in Sri Lanka?	112
ta-LK_005	ta-LK	How do I contact emergency medical services in Sri Lanka?	Dial 112 or 911
ta-LK_006	ta-LK	Are emergency services available in multiple languages in Sri Lanka?	Yes
ta-LK_007	ta-LK	What should I do first in a medical emergency in Sri Lanka?	Call the emergency number 112
ta-LK_008	ta-LK	Is it common to tip emergency responders in Sri Lanka?	No
ta-LK_009	ta-LK	What is the official currency used in Sri Lanka?	Sri Lankan Rupee (LKR) is the official currency
ta-LK_010	ta-LK	Is cash still widely accepted in Sri Lanka?	Yes, cash is still widely accepted in Sri Lanka
ta-LK_011	ta-LK	Do people mostly use credit cards or mobile payments in Sri Lanka?	Mobile payments
ta-LK_012	ta-LK	What is the typical tipping percentage in restaurants in Sri Lanka?	10% to 15% of the bill
ta-LK_013	ta-LK	Are prices usually displayed including tax in Sri Lanka?	Yes
ta-LK_015	ta-LK	What is the name of the central bank in Sri Lanka?	Sri Lanka Reserve Bank
ta-LK_016	ta-LK	Is haggling common in markets in Sri Lanka?	Yes
ta-LK_019	ta-LK	What time do people generally have dinner in Sri Lanka?	6:00 PM to 8:00 PM
ta-LK_021	ta-LK	What is a traditional national dish in Sri Lanka?	Kottu Roti
ta-LK_022	ta-LK	Are vegetarian options widely available in Sri Lanka?	Yes
ta-LK_023	ta-LK	What is the most popular non-alcoholic drink in Sri Lanka?	Cinnamon tea
ta-LK_025	ta-LK	What kind of bread is commonly eaten in Sri Lanka?	Paratha
ta-LK_026	ta-LK	Are meals typically served with rice in Sri Lanka?	Yes
ta-LK_027	ta-LK	What is a typical dessert in Sri Lanka?	Kheer
ta-LK_028	ta-LK	Do people eat with utensils, hands, or chopsticks in Sri Lanka?	People eat with hands
ta-LK_029	ta-LK	What is the main national holiday in Sri Lanka?	Sri Lanka Day
ta-LK_030	ta-LK	When is New Year's Day celebrated in Sri Lanka?	1st January
ta-LK_031	ta-LK	Is Sunday considered a weekend day in Sri Lanka?	Yes
ta-LK_032	ta-LK	What time do shops usually open in the morning in Sri Lanka?	8:00 AM
ta-LK_034	ta-LK	How long is a typical workday in Sri Lanka?	9 to 10 hours
ta-LK_035	ta-LK	What month is summer vacation for schools in Sri Lanka?	May to September
ta-LK_036	ta-LK	Is punctuality very important in Sri Lanka?	No
ta-LK_037	ta-LK	What is a major cultural festival in Sri Lanka?	Esala Perahera
ta-LK_038	ta-LK	Do people celebrate Christmas in Sri Lanka?	Yes, some people in Sri Lanka celebrate Christmas
ta-SG_001	ta-SG	What is the emergency telephone number for police in Singapore?	999
ta-SG_002	ta-SG	What number should I call for an ambulance in Singapore?	995
ta-SG_003	ta-SG	Is there a general emergency number like 911 in Singapore?	995
ta-SG_004	ta-SG	What is the fire department emergency number in Singapore?	995
ta-SG_005	ta-SG	How do I contact emergency medical services in Singapore?	Dial 995
ta-SG_006	ta-SG	Are emergency services available in multiple languages in Singapore?	Yes
ta-SG_007	ta-SG	What should I do first in a medical emergency in Singapore?	Call 995
ta-SG_008	ta-SG	Is it common to tip emergency responders in Singapore?	No
ta-SG_010	ta-SG	Is cash still widely accepted in Singapore?	Yes, cash is still widely accepted in Singapore
ta-SG_011	ta-SG	Do people mostly use credit cards or mobile payments in Singapore?	Mobile payments
ta-SG_012	ta-SG	What is the typical tipping percentage in restaurants in Singapore?	10-15% of the bill
ta-SG_013	ta-SG	Are prices usually displayed including tax in Singapore?	Yes
ta-SG_014	ta-SG	Can I use US dollars easily in Singapore?	No
ta-SG_015	ta-SG	What is the name of the central bank in Singapore?	Monetary Authority of Singapore (MAS)
ta-SG_016	ta-SG	Is haggling common in markets in Singapore?	Yes
ta-SG_017	ta-SG	What is a common breakfast dish in Singapore?	Hainanese chicken rice
ta-SG_019	ta-SG	What time do people generally have dinner in Singapore?	7:00 PM to 8:30 PM
ta-SG_021	ta-SG	What is a traditional national dish in Singapore?	Hainanese chicken rice
ta-SG_022	ta-SG	Are vegetarian options widely available in Singapore?	Yes
ta-SG_023	ta-SG	What is the most popular non-alcoholic drink in Singapore?	Singapore Sling
ta-SG_024	ta-SG	Is tap water safe to drink in Singapore?	Yes, tap water is safe to drink in Singapore
ta-SG_025	ta-SG	What kind of bread is commonly eaten in Singapore?	Roti prata
ta-SG_026	ta-SG	Are meals typically served with rice in Singapore?	Yes
ta-SG_027	ta-SG	What is a typical dessert in Singapore?	Kueh Lekor
ta-SG_028	ta-SG	Do people eat with utensils, hands, or chopsticks in Singapore?	Utensils
ta-SG_029	ta-SG	What is the main national holiday in Singapore?	Singapore Day
ta-SG_030	ta-SG	When is New Year's Day celebrated in Singapore?	On 1 January
ta-SG_031	ta-SG	Is Sunday considered a weekend day in Singapore?	Yes
ta-SG_032	ta-SG	What time do shops usually open in the morning in Singapore?	8:30 a
ta-SG_034	ta-SG	How long is a typical workday in Singapore?	8 to 9 hours
ta-SG_035	ta-SG	What month is summer vacation for schools in Singapore?	July and August
ta-SG_036	ta-SG	Is punctuality very important in Singapore?	Yes
ta-SG_037	ta-SG	What is a major cultural festival in Singapore?	Singapore Chinese New Year
ta-SG_038	ta-SG	Do people celebrate Christmas in Singapore?	Yes
ms-SG_001	ms-SG	What is the emergency telephone number for police in Singapore?	999
ms-SG_002	ms-SG	What number should I call for an ambulance in Singapore?	995
ms-SG_003	ms-SG	Is there a general emergency number like 911 in Singapore?	995
ms-SG_004	ms-SG	What is the fire department emergency number in Singapore?	995
ms-SG_005	ms-SG	How do I contact emergency medical services in Singapore?	Dial 995
ms-SG_006	ms-SG	Are emergency services available in multiple languages in Singapore?	Yes
ms-SG_007	ms-SG	What should I do first in a medical emergency in Singapore?	Call 995
ms-SG_008	ms-SG	Is it common to tip emergency responders in Singapore?	No
ms-SG_010	ms-SG	Is cash still widely accepted in Singapore?	Yes, cash is still widely accepted in Singapore
ms-SG_011	ms-SG	Do people mostly use credit cards or mobile payments in Singapore?	Mobile payments
ms-SG_012	ms-SG	What is the typical tipping percentage in restaurants in Singapore?	10-15% of the bill
ms-SG_013	ms-SG	Are prices usually displayed including tax in Singapore?	Yes
ms-SG_014	ms-SG	Can I use US dollars easily in Singapore?	No, Singapore uses the Singapore Dollar (SGD)
ms-SG_015	ms-SG	What is the name of the central bank in Singapore?	Monetary Authority of Singapore
ms-SG_016	ms-SG	Is haggling common in markets in Singapore?	Yes
ms-SG_017	ms-SG	What is a common breakfast dish in Singapore?	Hainanese chicken rice
ms-SG_019	ms-SG	What time do people generally have dinner in Singapore?	7:00 PM to 8:30 PM
ms-SG_021	ms-SG	What is a traditional national dish in Singapore?	Hainanese chicken rice
ms-SG_022	ms-SG	Are vegetarian options widely available in Singapore?	Yes
ms-SG_023	ms-SG	What is the most popular non-alcoholic drink in Singapore?	Singing Tea
ms-SG_024	ms-SG	Is tap water safe to drink in Singapore?	Yes, tap water is safe to drink in Singapore
ms-SG_025	ms-SG	What kind of bread is commonly eaten in Singapore?	Roti prata
ms-SG_026	ms-SG	Are meals typically served with rice in Singapore?	Yes
ms-SG_027	ms-SG	What is a typical dessert in Singapore?	Kueh Lekor
ms-SG_028	ms-SG	Do people eat with utensils, hands, or chopsticks in Singapore?	Utensils
ms-SG_029	ms-SG	What is the main national holiday in Singapore?	Singapore Day
ms-SG_030	ms-SG	When is New Year's Day celebrated in Singapore?	1 January
ms-SG_031	ms-SG	Is Sunday considered a weekend day in Singapore?	Yes
ms-SG_032	ms-SG	What time do shops usually open in the morning in Singapore?	8:30 a
ms-SG_034	ms-SG	How long is a typical workday in Singapore?	8 to 9 hours
ms-SG_035	ms-SG	What month is summer vacation for schools in Singapore?	July and August
ms-SG_036	ms-SG	Is punctuality very important in Singapore?	Yes
ms-SG_037	ms-SG	What is a major cultural festival in Singapore?	Singapore Chinese New Year
ms-SG_038	ms-SG	Do people celebrate Christmas in Singapore?	Yes
eu-ES_001	eu-ES	What is the emergency telephone number for police in Basque Country, Spain?	112
eu-ES_002	eu-ES	What number should I call for an ambulance in Basque Country, Spain?	112
eu-ES_003	eu-ES	Is there a general emergency number like 911 in Basque Country, Spain?	112
eu-ES_004	eu-ES	What is the fire department emergency number in Basque Country, Spain?	112
eu-ES_005	eu-ES	How do I contact emergency medical services in Basque Country, Spain?	112
eu-ES_006	eu-ES	Are emergency services available in multiple languages in Basque Country, Spain?	Yes
eu-ES_007	eu-ES	What should I do first in a medical emergency in Basque Country, Spain?	Call the emergency number 112
eu-ES_012	eu-ES	What is the typical tipping percentage in restaurants in Basque Country, Spain?	10-15% of the bill
eu-ES_013	eu-ES	Are prices usually displayed including tax in Basque Country, Spain?	Yes
eu-ES_014	eu-ES	Can I use US dollars easily in Basque Country, Spain?	No, the euro is the official currency
eu-ES_015	eu-ES	What is the name of the central bank in Basque Country, Spain?	Bankia
eu-ES_017	eu-ES	What is a common breakfast dish in Basque Country, Spain?	Txangurri with bread and cheese
eu-ES_018	eu-ES	What do people usually eat for lunch in Basque Country, Spain?	Bistzo, txangurri, and txangurriak
eu-ES_019	eu-ES	What time do people generally have dinner in Basque Country, Spain?	8:00 PM to 10:00 PM
eu-ES_021	eu-ES	What is a traditional national dish in Basque Country, Spain?	txangurro (mussels) with bread and olive oil
eu-ES_022	eu-ES	Are vegetarian options widely available in Basque Country, Spain?	Yes
eu-ES_023	eu-ES	What is the most popular non-alcoholic drink in Basque Country, Spain?	Txakoli
eu-ES_025	eu-ES	What kind of bread is commonly eaten in Basque Country, Spain?	Pintxos bread
eu-ES_026	eu-ES	Are meals typically served with rice in Basque Country, Spain?	Yes
eu-ES_027	eu-ES	What is a typical dessert in Basque Country, Spain?	Tarta de Santiago
eu-ES_029	eu-ES	What is the main national holiday in Basque Country, Spain?	San Fermín
eu-ES_030	eu-ES	When is New Year's Day celebrated in Basque Country, Spain?	On January 1st
eu-ES_031	eu-ES	Is Sunday considered a weekend day in Basque Country, Spain?	Yes
eu-ES_032	eu-ES	What time do shops usually open in the morning in Basque Country, Spain?	8:30 a
eu-ES_034	eu-ES	How long is a typical workday in Basque Country, Spain?	8 hours
eu-ES_035	eu-ES	What month is summer vacation for schools in Basque Country, Spain?	July and August
eu-ES_036	eu-ES	Is punctuality very important in Basque Country, Spain?	Yes
eu-ES_037	eu-ES	What is a major cultural festival in Basque Country, Spain?	San Sebastián International Film Festival
eu-ES_038	eu-ES	Do people celebrate Christmas in Basque Country, Spain?	Yes
bg-BG_001	bg-BG	What is the emergency telephone number for police in Bulgaria?	112
bg-BG_002	bg-BG	What number should I call for an ambulance in Bulgaria?	155
bg-BG_003	bg-BG	Is there a general emergency number like 911 in Bulgaria?	112
bg-BG_004	bg-BG	What is the fire department emergency number in Bulgaria?	193
bg-BG_005	bg-BG	How do I contact emergency medical services in Bulgaria?	Call 150
bg-BG_006	bg-BG	Are emergency services available in multiple languages in Bulgaria?	Yes
bg-BG_007	bg-BG	What should I do first in a medical emergency in Bulgaria?	Call the emergency number 155
bg-BG_008	bg-BG	Is it common to tip emergency responders in Bulgaria?	No
bg-BG_010	bg-BG	Is cash still widely accepted in Bulgaria?	Yes
bg-BG_011	bg-BG	Do people mostly use credit cards or mobile payments in Bulgaria?	Mobile payments
bg-BG_012	bg-BG	What is the typical tipping percentage in restaurants in Bulgaria?	10% to 15% of the bill
bg-BG_013	bg-BG	Are prices usually displayed including tax in Bulgaria?	Yes
bg-BG_014	bg-BG	Can I use US dollars easily in Bulgaria?	No
bg-BG_015	bg-BG	What is the name of the central bank in Bulgaria?	National Bank of Bulgaria
bg-BG_016	bg-BG	Is haggling common in markets in Bulgaria?	Yes
bg-BG_018	bg-BG	What do people usually eat for lunch in Bulgaria?	Burek, soups, and stews
bg-BG_019	bg-BG	What time do people generally have dinner in Bulgaria?	7-9 PM
bg-BG_021	bg-BG	What is a traditional national dish in Bulgaria?	Burek
bg-BG_022	bg-BG	Are vegetarian options widely available in Bulgaria?	Yes
bg-BG_023	bg-BG	What is the most popular non-alcoholic drink in Bulgaria?	Tea
bg-BG_024	bg-BG	Is tap water safe to drink in Bulgaria?	Yes, tap water is safe to drink in Bulgaria
bg-BG_025	bg-BG	What kind of bread is commonly eaten in Bulgaria?	Pita
bg-BG_026	bg-BG	Are meals typically served with rice in Bulgaria?	Yes
bg-BG_027	bg-BG	What is a typical dessert in Bulgaria?	Baklava
bg-BG_028	bg-BG	Do people eat with utensils, hands, or chopsticks in Bulgaria?	utensils
bg-BG_029	bg-BG	What is the main national holiday in Bulgaria?	National Day of Bulgaria
bg-BG_030	bg-BG	When is New Year's Day celebrated in Bulgaria?	On January 1st
bg-BG_031	bg-BG	Is Sunday considered a weekend day in Bulgaria?	Yes
bg-BG_032	bg-BG	What time do shops usually open in the morning in Bulgaria?	8:00 a
bg-BG_034	bg-BG	How long is a typical workday in Bulgaria?	8 hours
bg-BG_035	bg-BG	What month is summer vacation for schools in Bulgaria?	July
bg-BG_036	bg-BG	Is punctuality very important in Bulgaria?	No
bg-BG_037	bg-BG	What is a major cultural festival in Bulgaria?	"Easter celebrations with the ""Palamen"" ceremony"
bg-BG_038	bg-BG	Do people celebrate Christmas in Bulgaria?	Yes
fr-FR_001	fr-FR	What is the emergency telephone number for police in France?	17
fr-FR_002	fr-FR	What number should I call for an ambulance in France?	15
fr-FR_003	fr-FR	Is there a general emergency number like 911 in France?	15
fr-FR_004	fr-FR	What is the fire department emergency number in France?	18
fr-FR_005	fr-FR	How do I contact emergency medical services in France?	Dial 15
fr-FR_006	fr-FR	Are emergency services available in multiple languages in France?	Yes
fr-FR_007	fr-FR	What should I do first in a medical emergency in France?	Call the emergency number 15
fr-FR_008	fr-FR	Is it common to tip emergency responders in France?	No
fr-FR_009	fr-FR	What is the official currency used in France?	Euro (€)
fr-FR_010	fr-FR	Is cash still widely accepted in France?	Yes, cash is still widely accepted in France
fr-FR_011	fr-FR	Do people mostly use credit cards or mobile payments in France?	Credit cards
fr-FR_012	fr-FR	What is the typical tipping percentage in restaurants in France?	10-15% of the bill
